Ticker,Description,Price,Change %,Technical Rating,Volume,Change from Open %,Volume*Price,Market Capitalization,Number of Employees,Sector,Industry,"Change 1M, %","Change 1W, %",Exchange
6098,COUNTRY GARDEN SVCS HLDGS CO LTD,20.25,-15.4488553,Buy,324754252,-4.92957746,6576273603,80786404795,223667,Finance,Real Estate Development,5.9100363,-15.4488553,HKEX
700,TENCENT HOLDINGS LIMITED,319,-2.02703004,Buy,8461679,0.18844221,2699275601,3092708160318,112771,Technology Services,Internet Software/Services,11.07241953,-2.02703004,HKEX
3690,MEITUAN,178.5,-5.30503979,Buy,14570917,-1.92307692,2600908684.5,1173695301137,100033,Transportation,Air Freight/Couriers,9.10757279,-5.30503979,HKEX
1030,SEAZEN GROUP LTD,3.55,-12.56157635,Buy,720302000,-0.28089888,2557072100,26305720928,32105,Finance,Real Estate Development,1.42857143,-12.56157635,HKEX
9988,ALIBABA GROUP HOLDING LTD,89.8,-2.23189771,Buy,19195502,0,1723756079.6,1945409159283,254941,Retail Trade,Internet Retail,12.3904853,-2.23189771,HKEX
1024,KUAISHOU TECHNOLOGY,68.8,-1.85449078,Buy,16141653,-0.57803468,1110545726.3999999,301751874218,28098,Technology Services,Information Technology Services,21.66224795,-1.85449078,HKEX
388,HONG KONG EXCHANGES & CLEARING,339.6,-1.79294106,Buy,2855658,-0.7597896,969781456.8,437498571739,2307,Finance,Investment Banks/Brokers,10.98039216,-1.79294106,HKEX
1299,AIA GROUP LIMITED,85.25,-0.29239766,Buy,11034509,0.82791248,940691892.25,1004550104004,,Finance,Multi-Line Insurance,8.59872611,-0.29239766,HKEX
9939,KINTOR PHARMACEUTICAL LTD,12.64,-11.85495119,Strong Sell,63390500,-2.76923077,801255920,5740112396,316,Health Technology,Biotechnology,-4.96240602,-11.85495119,HKEX
9626,BILIBILI INC,206.8,5.24173028,Buy,3872135,4.92135972,800757518,77934754764,12281,Technology Services,Packaged Software,63.09148265,5.24173028,HKEX
241,ALIBABA HEALTH INFORMATION TECH LTD,9.09,-3.29787234,Buy,81130259,-4.31578947,737474054.31,127045318477,1849,Technology Services,Information Technology Services,42.25352113,-3.29787234,HKEX
9618,JD.COM INC,230.2,-2.78716216,Buy,3084424,1.58870256,710034404.8,638321406664,385357,Retail Trade,Internet Retail,5.21023766,-2.78716216,HKEX
6618,JD HEALTH INTERNATIONAL INC,80.9,-4.43000816,Buy,7794437,-4.71142521,630569953.3000001,269179812908.99997,3305,Health Services,Medical/Nursing Services,18.79589189,-4.43000816,HKEX
2015,LI AUTO INC,83.55,-11.11702128,Neutral,7294691,-0.17921147,609471433.05,183151949534,11901,Consumer Durables,Motor Vehicles,7.04676078,-11.11702128,HKEX
719,SHANDONG XINHUA PHARMACEUTICAL CO,11.46,34.50702647,Strong Buy,52740200,21.39830508,604402692,19010500595,6533,Health Technology,Pharmaceuticals: Other,114.60674157,34.50702647,HKEX
9868,XPENG INC,41.75,-10.88580196,Buy,13943327,-2.90697674,582133902.25,79783340106,13978,Consumer Durables,Motor Vehicles,24.07131506,-10.88580196,HKEX
2318,PING AN INSURANCE(GROUP)CO.OF CHINA,51.25,-2.8436019,Buy,11048387,-1.34744947,566229833.75,966756339131,355982,Finance,Multi-Line Insurance,7.32984293,-2.8436019,HKEX
2382,SUNNY OPTICAL TECHNOLOGY GROUP,95.9,-10.45751634,Buy,5851304,-7.5216972,561140053.6,117206880996,24664,Electronic Technology,Electronic Components,5.50054773,-10.45751634,HKEX
960,LONGFOR GROUP HLDGS LTD,26.95,-8.6440678,Buy,20062829,-3.75,540693241.55,180110031738,44065,Finance,Real Estate Development,14.43737216,-8.6440678,HKEX
1211,BYD COMPANY LIMITED,209.8,-2.41860465,Neutral,2493581,-1.59474672,523153293.8,794023353503,288200,Consumer Durables,Motor Vehicles,9.55613577,-2.41860465,HKEX
1928,SANDS CHINA LTD,25.65,-2.47147918,Buy,19271356,-2.65654649,494310281.4,212850863601,25751,Consumer Services,Casinos/Gaming,22.14285714,-2.47147918,HKEX
1833,PING AN HEALTHCARE & TECHNO CO LTD,29.25,-5.03246445,Buy,16786168,-7.14285714,490995414,34459435426,3425,Retail Trade,Drugstore Chains,50.30833249,-5.03246445,HKEX
175,GEELY AUTOMOBILE HOLDINGS LIMITED,11.94,-4.784689,Neutral,40741580,-2.92682927,486454465.2,126114448972,44000,Consumer Durables,Motor Vehicles,4.92091388,-4.784689,HKEX
2269,WUXI BIOLOGICS (CAYMAN) INC,52.55,-2.50464184,Buy,8844395,0,464772957.25,227561858688,9864,Health Technology,Biotechnology,4.78563889,-2.50464184,HKEX
941,CHINA MOBILE LTD,51.3,-0.67764179,Buy,8680073,0.1953125,445287744.9,1056762057587.0002,449934,Communications,Specialty Telecommunications,-0.86956522,-0.67764179,HKEX
2331,LI NING CO LTD,60.25,-4.44091839,Neutral,7073599,-3.05711987,426184339.75,165576840599,4019,Consumer Non-Durables,Apparel/Footwear,-1.63265306,-4.44091839,HKEX
2333,GREAT WALL MOTOR COMPANY LIMITED,10.22,-5.01858736,Sell,39556000,-4.12757974,404262320,247511204199,77934,Consumer Durables,Motor Vehicles,-9.39716312,-5.01858736,HKEX
1797,KOOLEARN TECHNOLOGY HLDG LTD,42.35,-6.30531181,Buy,8351528,-5.78420467,353687210.8,45461682945,1300,Commercial Services,Miscellaneous Commercial Services,3.29268293,-6.30531181,HKEX
939,CHINA CONSTRUCTION BANK,4.74,0.21141649,Buy,73481001,1.06609808,348299944.74,1197357666362,351252,Finance,Regional Banks,0.63694268,0.21141649,HKEX
9888,BAIDU INC,115.8,-5.85365854,Buy,2984333,-1.36286201,345585761.4,347873672270,45500,Technology Services,Internet Software/Services,13.97637795,-5.85365854,HKEX
1810,XIAOMI CORPORATION,11.2,-2.43902439,Buy,30194720,-0.17825312,338180864,286597725680,33427,Electronic Technology,Telecommunications Equipment,8.52713178,-2.43902439,HKEX
3968,CHINA MERCHANTS BANK CO LTD,41.2,-2.60047051,Buy,7923752,-1.78784267,326458582.40000004,1043456777368,103669,Finance,Regional Banks,5.10203814,-2.60047051,HKEX
1093,CSPC PHARMACEUTICAL GROUP LIMITED,8.59,3.24519231,Neutral,35598768,3.24519231,305793417.12,99124638864,24746,Health Technology,Pharmaceuticals: Major,-14.01401401,3.24519231,HKEX
9961,TRIP COM GROUP LTD,261.6,-1.80179812,Buy,1167813,1.39534884,305499880.8,164720820152,33732,Consumer Services,Other Consumer Services,11.03564894,-1.80179812,HKEX
6185,CANSINO BIOLOGICS INC,93,4.37710672,Buy,3127200,1.63934426,290829600,30508516488,1946,Health Technology,Biotechnology,-6.48566837,4.37710672,HKEX
753,AIR CHINA LTD,7.25,0.97493036,Buy,40059072,0.97493036,290428272,154625934261,88395,Transportation,Airlines,16.93548387,0.97493036,HKEX
2020,ANTA SPORTS PRODUCTS,96.55,-3.83466135,Buy,2929406,-1.8800813,282834149.3,270364261921.00003,52000,Consumer Non-Durables,Apparel/Footwear,6.21561923,-3.83466135,HKEX
9999,NETEASE INC,110.4,-1.86666667,Buy,2455346,1.37741047,271070198.40000004,369297180176,32064,Technology Services,Packaged Software,1.00640439,-1.86666667,HKEX
1398,INDUSTRIAL & COMMERCIAL BK OF CHINA,3.85,-1.02827763,Buy,70404719,0,271058168.15000004,1636347948240,434089,Finance,Major Banks,-1.53452685,-1.02827763,HKEX
5,HSBC HOLDINGS PLC,47.45,0.52965889,Buy,5579522,0.52966102,264748318.9,944061565215.0461,220000,Finance,Major Banks,0.42328042,0.52965889,HKEX
1128,WYNN MACAU LTD,9.1,-3.49946978,Buy,28884247,-0.76335878,262846647.7,49370121969,12250,Consumer Services,Casinos/Gaming,52.68456376,-3.49946978,HKEX
3319,A-LIVING SMART CITY SERVICES CO LTD,10.76,-3.06306306,Buy,24318218,-0.18552876,261664025.68,15762008672,87603,Finance,Real Estate Development,19.15836102,-3.06306306,HKEX
883,CNOOC LIMITED,9.8,-0.20366599,Sell,24601688,0.10214505,241096542.4,448616030700,19086,Energy Minerals,Integrated Oil,-3.92156863,-0.20366599,HKEX
6862,HAIDILAO INTL HLDG LTD,21.05,-3.88127854,Buy,10620100,-2.5462963,223553105,122070597874,146584,Consumer Services,Restaurants,10.0941365,-3.88127854,HKEX
688,CHINA OVERSEAS LAND & INVESTMNTS,21.15,-3.64465131,Buy,9720343,-1.85614849,205585254.45,240240207520,5692,Finance,Real Estate Development,0.23696682,-3.64465131,HKEX
9922,JIUMAOJIU INTL HLDGS LTD,18.8,-5.71715618,Buy,10911431,-3.58974359,205134902.8,28990409453,14495,Consumer Services,Restaurants,-4.08163265,-5.71715618,HKEX
570,CHINA TRADITIONAL CHINESE MED HLDGS,4.02,2.81329923,Buy,49590000,1.00502513,199351799.99999997,19689983396,17098,Health Technology,Pharmaceuticals: Major,3.34190231,2.81329923,HKEX
27,GALAXY ENTERTAINMENT GROUP LIMITED,51.5,-2.64650652,Buy,3823140,-1.71755725,196891710,230914189278,17700,Consumer Services,Casinos/Gaming,10.27837023,-2.64650652,HKEX
1951,JINXIN FERTILITY GROUP LTD,7.14,-4.16107383,Buy,26948500,-0.83333333,192412290,18651281871,2548,Health Services,Medical/Nursing Services,18.01652893,-4.16107383,HKEX
2313,SHENZHOU INTERNATIONAL GROUP HLDGS,82.45,-4.84708817,Buy,2304169,-1.90362879,189978734.05,130254224303,95820,Consumer Non-Durables,Apparel/Footwear,18.3775989,-4.84708817,HKEX
2196,SHANGHAI FOSUN PHARMACEUTICAL GROUP,26.8,3.67504836,Buy,6987100,3.87596899,187254280,102043786658,36279,Health Technology,Pharmaceuticals: Major,3.87597302,3.67504836,HKEX
6969,SMOORE INTL HDGS LTD,14.04,-2.09205021,Buy,13085500,-0.42553191,183720420,87158534931,16263,Consumer Non-Durables,Tobacco,17.5879397,-2.09205021,HKEX
1995,CIFI EVER SUNSHINE SVCS GROUP LTD,5.81,-7.1884984,Buy,30702000,-1.19047619,178378620,10950117417,16709,Finance,Real Estate Development,28.8248337,-7.1884984,HKEX
9926,AKESO INC,40.9,-0.24390244,Buy,4326500,-1.91846523,176953850,34483344788,1865,Health Technology,Pharmaceuticals: Major,22.08955224,-0.24390244,HKEX
6600,SCICLONE PHARMACEUTICALS (HLDGS) LT,10.92,21.60356347,Strong Buy,15812000,19.2139738,172667040,6148926980,890,Health Technology,Pharmaceuticals: Major,73.05863708,21.60356347,HKEX
823,LINK REAL ESTATE INVESTMENT TRUST,55.5,0,Buy,3096760,0.45248869,171870180,116966087402,1200,Finance,Real Estate Investment Trusts,5.71428571,0,HKEX
669,TECHTRONIC INDUSTRIES CO,95.4,0.89899204,Buy,1769461,2.41545894,168806579.4,173170881316,51426,Consumer Durables,Tools & Hardware,2.80172081,0.89899204,HKEX
2013,WEIMOB INC,5.7,-2.56410256,Buy,29369115,-1.21317158,167403955.5,14709509123,8562,Technology Services,Packaged Software,30.73394495,-2.56410256,HKEX
291,CHINA RESOURCES BEER (HOLDINGS) CO,54.7,-0.54545455,Buy,2916206,0.92250923,159516468.20000002,178429735107,25000,Consumer Non-Durables,Beverages: Alcoholic,2.14752758,-0.54545455,HKEX
1801,INNOVENT BIOLOGICS INC,31.85,-1.24031008,Buy,4950724,1.59489633,157680559.4,49420180298,5568,Health Technology,Pharmaceuticals: Major,3.91517129,-1.24031008,HKEX
386,CHINA PETROLEUM & CHEMICAL CORP,3.71,0.27027027,Strong Buy,40390706,1.64383562,149849519.26,576978919591,385691,Energy Minerals,Integrated Oil,1.08991826,0.27027027,HKEX
981,SEMICONDUCTOR MANUFACTURING INTL CO,16.78,-0.71005917,Buy,8764569,0.11933174,147069467.82000002,193087869175,17681,Electronic Technology,Semiconductors,-1.1778563,-0.71005917,HKEX
762,CHINA UNICOM (HONG KONG) LIMITED,4.7,2.62008734,Strong Buy,29185040,2.39651416,137169688,140139401220,242497,Communications,Major Telecommunications,8.04597701,2.62008734,HKEX
1548,GENSCRIPT BIOTECH CORPORATION,23.4,-2.29645502,Buy,5728254,0,134041143.6,50377300494,5260,Commercial Services,Miscellaneous Commercial Services,18.42105263,-2.29645502,HKEX
2388,BOC HONG KONG(HLDGS) LTD,25.25,1.40562249,Buy,5011474,1.40562249,126539718.5,263262249092,14553,Finance,Major Banks,2.02020202,1.40562249,HKEX
1516,SUNAC SERVICES HLDGS,4.64,-4.32989691,Buy,27019064,0.86956522,125368456.96,14825693080,38146,Finance,Real Estate Development,45,-4.32989691,HKEX
1088,CHINA SHENHUA ENERGY COMPANY LTD,22.45,-1.10132594,Sell,5499000,-0.66371681,123452550,614439846559,77872,Energy Minerals,Coal,-6.45833333,-1.10132594,HKEX
9992,POP MART INTL GRP LTD,20.55,-6.80271686,Buy,5971800,-5.94965675,122720490,29910511734,4053,Consumer Services,Movies/Entertainment,18.51211073,-6.80271686,HKEX
1138,COSCO SHIPPING ENGY TPT CO LTD,6.96,0.57803468,Buy,17465950,0.57803468,121563012,62101612439,7781,Transportation,Marine Shipping,0.43290043,0.57803468,HKEX
857,PETROCHINA CO,3.47,0,Buy,34756000,1.16618076,120603320,1005557603139,,Energy Minerals,Integrated Oil,-1.97740113,0,HKEX
2202,CHINA VANKE CO. LTD,16.78,-4.87527805,Buy,6833546,-1.5258216,114666901.88000003,256508562129,139494,Finance,Real Estate Development,4.48319455,-4.87527805,HKEX
728,CHINA TELECOM CORPORATION,3.22,0.625,Strong Buy,35336293,0.94043887,113782863.46,427045574733,278922,Communications,Major Telecommunications,1.25786164,0.625,HKEX
1109,CHINA RESOURCES LAND,34.35,-3.23943662,Buy,3270100,-0.86580087,112327935,253148350586,49478,Finance,Real Estate Development,-4.58333333,-3.23943662,HKEX
2899,ZIJIN MINING GROUP CO.LTD,10.76,-4.44049734,Buy,10258751,-2.53623188,110384160.76,309310682658,43876,Non-Energy Minerals,Precious Metals,6.11439842,-4.44049734,HKEX
874,GUANGZHOU BAIYUNSHAN PHARMACEUTICAL,25.85,9.53389831,Strong Buy,4124304,7.70833333,106613258.4,55823360949,25437,Health Technology,Pharmaceuticals: Major,23.98081535,9.53389831,HKEX
2400,XD INC,20.6,-8.24053861,Neutral,5136000,-5.06912442,105801600,10785669460,2327,Technology Services,Packaged Software,4.04040929,-8.24053861,HKEX
16,SUN HUNG KAI PROPERTIES LTD,101.2,-1.26829268,Buy,1035687,-0.39370079,104811524.4,297022478027,40500,Finance,Real Estate Development,8.0042724,-1.26829268,HKEX
168,TSINGTAO BREWERY CO,73.65,-1.60320378,Buy,1403050,-1.93075899,103334632.50000001,134858073119.99998,32947,Consumer Non-Durables,Beverages: Alcoholic,1.02880381,-1.60320378,HKEX
9987,YUM CHINA HOLDINGS INC,442,-3.19754921,Buy,233450,-0.54005401,103184900,184233171477.5294,450000,Consumer Services,Restaurants,2.45711874,-3.19754921,HKEX
2688,ENN ENERGY HOLDINGS LTD,110.3,-2.21631206,Buy,904728,-1.60570919,99791498.4,127232840552,,Utilities,Gas Distributors,0.73059361,-2.21631206,HKEX
1772,GANFENG LITHIUM GROUP CO LTD,67.65,-3.70106762,Buy,1471960,-3.63247863,99578094.00000001,174221478788,7870,Process Industries,Chemicals: Specialty,-0.22124335,-3.70106762,HKEX
2618,JD LOGISTICS INC,15.76,-3.07503075,Buy,6315130,-1.25313283,99526448.8,107276685338,316382,Transportation,Air Freight/Couriers,12.89398281,-3.07503075,HKEX
992,LENOVO GROUP LIMITED,6.24,0.48309179,Sell,15892390,3.31125828,99168513.6,75315687035,75000,Electronic Technology,Computer Processing Hardware,-5.16717325,0.48309179,HKEX
1055,CHINA SOUTHERN AIRLINES COMPANY LTD,5.27,2.52918288,Buy,17822160,2.52918288,93922783.19999997,136646372229,98098,Transportation,Airlines,14.06926407,2.52918288,HKEX
3383,AGILE GROUP HOLDING LTD,3.1,-0.32154341,Buy,30034000,1.30718954,93105400,13099466858,98466,Finance,Real Estate Development,22.04724409,-0.32154341,HKEX
2319,CHINA MENGNIU DAIRY CO,34.4,-1.14942245,Buy,2599382,-0.28985507,89418740.8,137363702262,44629,Consumer Non-Durables,Food: Meat/Fish/Dairy,-1.14942245,-1.14942245,HKEX
6078,HYGEIA HEALTHCARE HLDGS CO LTD,49.3,-0.4040404,Buy,1795000,-0.4040404,88493500,30322750122,5077,Health Technology,Pharmaceuticals: Major,0.92119144,-0.4040404,HKEX
3908,CHINA INTL CAPITAL CORPORATION LTD,15.02,-0.52980132,Buy,5874000,0.67024129,88227480,161155955231,13557,Finance,Investment Banks/Brokers,3.30123796,-0.52980132,HKEX
853,MICROPORT SCIENTIFIC CORPORATION,20.9,-2.3364486,Buy,3994000,-0.47619048,83474600,39103760582,8019,Health Technology,Medical Specialties,14.33259768,-2.3364486,HKEX
17,NEW WORLD DEVELOPMENT CO,21.4,-3.82022472,Neutral,3814530,-2.72727273,81630942,55995090942,28000,Finance,Real Estate Development,15.8008658,-3.82022472,HKEX
2282,MGM CHINA HLDGS LTD,8.23,-3.29024677,Buy,9787600,-0.96269555,80551948,32338000870,10117,Consumer Services,Casinos/Gaming,57.0610687,-3.29024677,HKEX
1171,YANKUANG ENERGY GROUP COMPANY LTD,24.55,-1.40562249,Neutral,3280000,-0.80808081,80524000,179616771323,61864,Energy Minerals,Coal,-5.02901354,-1.40562249,HKEX
1308,SITC INTERNATIONAL HLDGS CO LTD,17.78,1.83276643,Buy,4505647,2.18390805,80110403.66000001,46835684522,1920,Transportation,Marine Shipping,4.34271688,1.83276643,HKEX
1347,HUA HONG SEMICONDUCTOR LIMITED,26.65,-0.55969778,Buy,2989100,1.33079848,79659515,35018000468,6084,Electronic Technology,Semiconductors,-0.92936803,-0.55969778,HKEX
880,SJM HOLDINGS LIMITED,4.5,-2.17391304,Buy,17577836,-1.96078431,79100262,32668305377,20300,Consumer Services,Casinos/Gaming,21.62162162,-2.17391304,HKEX
772,CHINA LITERATURE LTD,31.05,-2.6645768,Buy,2523131,-0.48076923,78343217.55,32418006625,2000,Consumer Services,Publishing: Books/Magazines,11.49012567,-2.6645768,HKEX
1876,BUDWEISER BREWING COMPANY APAC LTD,24.35,-0.6122449,Buy,3214600,0.82815735,78275510,324463237793,26038,Consumer Non-Durables,Beverages: Alcoholic,8.70535714,-0.6122449,HKEX
3900,GREENTOWN CHINA HOLDINGS LTD,13.26,-7.78859527,Buy,5902500,-5.28571429,78267150,36410142736,10120,Finance,Real Estate Development,0,-7.78859527,HKEX
2137,BRII BIOSCIENCES L,9.23,0.87431694,Buy,8446000,-1.91285866,77956580,6652052515,113,Commercial Services,Miscellaneous Commercial Services,7.07656613,0.87431694,HKEX
1579,YIHAI INTERNATIONAL HOLDING LTD,25.3,-4.88721805,Buy,3043294,-3.80228137,76995338.2,26076829158,2499,Consumer Non-Durables,Food: Major Diversified,4.54545023,-4.88721805,HKEX
780,TONGCHENG TRAVEL HOLDINGS LIMITED,18.24,2.01342852,Buy,4216850,2.35690236,76915344,39907739064,5339,Consumer Services,Other Consumer Services,9.35251799,2.01342852,HKEX
6186,CHINA FEIHE LTD,7.24,-3.0789826,Buy,10600425,-1.09289617,76747077,67778175000.99999,9091,Consumer Non-Durables,Food: Meat/Fish/Dairy,14.37598736,-3.0789826,HKEX
1877,SHANGHAI JUNSHI BIOSCIENCES CO LTD,35.1,3.69276831,Buy,2186000,2.93255132,76728600,60302791277,2805,Health Technology,Pharmaceuticals: Major,1.73913043,3.69276831,HKEX
836,CHINA RESOURCES POWER HLDGS CO,13.8,-2.12765957,Sell,5432020,-1.28755365,74961876,67827260087,21252,Utilities,Electric Utilities,-4.03337969,-2.12765957,HKEX
873,SHIMAO SERVICES HOLDINGS LTD,3.47,-5.96205962,Buy,21285000,-1.69971671,73858950,9107558864,41643,Finance,Financial Conglomerates,27.57352941,-5.96205962,HKEX
270,GUANGDONG INVESTMENT,7.99,1.91326531,Buy,9189757,1.78343949,73426158.43,51256516076,10236,Utilities,Water Utilities,11.59217877,1.91326531,HKEX
2628,CHINA LIFE INSURANCE CO,12.14,-2.09677419,Buy,5690077,-1.30081301,69077534.78,936713129938,103262,Finance,Multi-Line Insurance,2.3608769,-2.09677419,HKEX
1113,CK ASSET HOLDINGS LTD,46.5,-1.79513841,Neutral,1465572,-1.48305085,68149098,170705749785,54000,Finance,Real Estate Development,-0.10740924,-1.79513841,HKEX
9966,ALPHAMAB ONCOLOGY,10.6,5.78842315,Strong Buy,6179000,0.95238095,65497400,9415958454,459,Health Technology,Biotechnology,19.7740113,5.78842315,HKEX
6963,SUNSHINE INSURANCE GROUP CO LTD,5.5,-5.66037736,Buy,11891000,-2.82685512,65400500,60346300000,60950,Finance,Multi-Line Insurance,54900,-5.66037736,HKEX
6690,HAIER SMART HOME CO LTD,26.1,-2.79329609,Buy,2491068,-0.76045627,65016874.8,259615270746,104874,Consumer Durables,Electronics/Appliances,1.953125,-2.79329609,HKEX
9698,GDS HOLDINGS LTD,19.62,-4.29268293,Buy,3282600,0.20429009,64404612,29865274353,,Technology Services,Data Processing Services,44.90398818,-4.29268293,HKEX
1919,COSCO SHIPPING HOLDINGS,8.24,-0.8423586,Sell,7813900,-0.60313631,64386536,217690724397,30980,Transportation,Marine Shipping,-2.25385528,-0.8423586,HKEX
1929,CHOW TAI FOOK JEWELLERY GROUP LTD,14.98,0.40214477,Buy,4267400,1.49051491,63925652,149200000763,28400,Consumer Durables,Other Consumer Specialties,9.66325037,0.40214477,HKEX
1880,CHINA TOURISM GROUP DUTY FREE CORP,209.8,-1.68696821,Buy,297488,-1.03773585,62412982.40000001,466381249437,14720,Retail Trade,Discount Stores,6.93170234,-1.68696821,HKEX
354,CHINASOFT INTERNATIONAL LIMITED,6.85,-0.8683068,Buy,9069568,-0.72463768,62126540.8,20746204976,92039,Technology Services,Packaged Software,3.31825038,-0.8683068,HKEX
3,HONGKONG & CHINA GAS CO. LTD.,7.25,0.83449235,Buy,8504453,1.8258427,61657284.25,134164460189,2106,Utilities,Gas Distributors,9.18674699,0.83449235,HKEX
909,MING YUAN CLOUD GROUP HLDGS LTD,7.67,-2.04342273,Buy,7957249,1.32100396,61032099.83,14779296902,4247,Technology Services,Packaged Software,27.62063228,-2.04342273,HKEX
6160,BEIGENE LTD,121.9,-1.85185185,Buy,489900,1.66805671,59718810,169104325415,8200,Health Technology,Pharmaceuticals: Major,5.72419775,-1.85185185,HKEX
3738,VOBILE GROUP LTD,3.72,-6.29722922,Neutral,16046500,-4.12371134,59692980,8311280353,293,Technology Services,Packaged Software,7.20461095,-6.29722922,HKEX
